Product ID,Product Name,Product Category,Product Description,Price,Stock Quantity,Warranty Period,Product Dimensions,Manufacturing Date,Expiration Date,SKU,Product Tags,Color/Size Variations,Product Ratings
NCU82BQT,Headphones,Electronics,Product_6OY18,315.06,34,3,5x10x8 cm,2023-01-01,2025-01-01,LLNVY8,"DXT,1TE",Red/Small,4
38CGZWQP,Smartphone,Home Appliances,Product_050Z9,427.99,82,1,15x18x10 cm,2023-01-01,2025-01-01,D7J5PX,"NB5,I5F",Blue/Medium,2
19SAWH1L,Laptop,Electronics,Product_ICLN8,142.25,46,3,16x15x19 cm,2023-03-15,2026-01-01,X8WUUH,"FO3,QSX",Blue/Medium,3
KBP2QMC3,Smartphone,Electronics,Product_X6X78,140.2,44,1,13x12x16 cm,2023-07-30,2025-01-01,HQT6MR,"DPM,S1X",Red/Small,4
KL6P02E9,Smartphone,Home Appliances,Product_BU9K4,382.23,41,1,14x11x18 cm,2023-01-01,2025-01-01,XB9UFW,"4K2,742",Red/Small,1
RX4FH2ER,Laptop,Clothing,Product_VNTVR,167.64,58,2,8x19x6 cm,2023-03-15,2026-01-01,UBUW7T,"VU5,RUV",Red/Small,5
GBS3O3NX,Laptop,Electronics,Product_S32K6,343.77,76,3,20x6x14 cm,2023-03-15,2026-01-01,4JGZP9,"RS1,R92",Red/Small,3
Y8VFW4GK,Headphones,Clothing,Product_NYGAF,464.76,56,2,5x18x9 cm,2023-07-30,2026-01-01,FUOMWB,"LHQ,3SK",Blue/Medium,4
8O5A13KF,Headphones,Clothing,Product_FYEJZ,225.66,14,2,13x19x16 cm,2023-07-30,2025-01-01,1M6CTN,"Y2V,OJR",Red/Small,1
UO8IRA1H,Monitor,Clothing,Product_M4XFH,82.02,9,1,14x16x11 cm,2023-01-01,2025-01-01,Q2QW87,"Y6O,VY5",Red/Small,3
ZRJLXYP0,Laptop,Home Appliances,Product_IVJIA,405.73,82,3,9x5x14 cm,2023-07-30,2026-01-01,C9H8OV,"3SF,0M7",Green/Large,2
WRVLOOSZ,Smartphone,Home Appliances,Product_2TUP3,162.53,93,3,12x15x17 cm,2023-07-30,2026-01-01,DT6CEH,"9NG,RA8",Green/Large,2
LONYQ7D7,Monitor,Electronics,Product_E0I0T,214.45,29,1,18x11x20 cm,2023-01-01,2024-01-01,L5GZ4U,"BCE,DO8",Blue/Medium,5
8C37RX35,Smartphone,Home Appliances,Product_MU80R,185.95,29,3,6x5x18 cm,2023-07-30,2024-01-01,PR0BA2,"A60,5P6",Green/Large,2
LC6BOX4S,Headphones,Clothing,Product_9384R,415.38,62,3,7x9x18 cm,2023-01-01,2025-01-01,I6BSMH,"0SZ,W5G",Blue/Medium,3
N6BB0JUR,Smartphone,Electronics,Product_V0VQL,362.36,40,3,8x10x10 cm,2023-07-30,2024-01-01,54ZAJA,"DQL,H6H",Red/Small,3
VE8HPYB9,Monitor,Clothing,Product_O3P2C,382.45,70,2,6x14x6 cm,2023-01-01,2026-01-01,9ZV1JJ,"135,A6K",Green/Large,5
M2UBE4IK,Monitor,Electronics,Product_LYAMN,119.14,33,3,15x12x19 cm,2023-01-01,2025-01-01,PVDJRJ,"S7N,QYB",Green/Large,3
R4NXNWKK,Laptop,Electronics,Product_YRXDJ,473.42,83,3,5x13x7 cm,2023-03-15,2025-01-01,7TTYOD,"AD4,FWM",Red/Small,4
3NQD2KAU,Smartphone,Home Appliances,Product_WC2N5,197.23,89,3,7x10x12 cm,2023-01-01,2024-01-01,H1Q725,"94L,J9O",Red/Small,3
8DA5SYBT,Monitor,Home Appliances,Product_1OJSR,136.22,58,1,16x6x19 cm,2023-07-30,2024-01-01,6OLS82,"BSI,XIG",Red/Small,5
JE9I4DB3,Monitor,Electronics,Product_7OX7Q,178.42,96,2,17x11x18 cm,2023-07-30,2026-01-01,Z9Z3P4,"ZZL,ZIY",Blue/Medium,5
A7SXPJ64,Headphones,Electronics,Product_U82US,268.09,20,2,17x19x15 cm,2023-03-15,2026-01-01,7I4N91,"UOP,X1Q",Red/Small,2
WT4EPEF3,Smartphone,Home Appliances,Product_BIGCD,317.28,39,2,14x18x5 cm,2023-03-15,2024-01-01,B06EUL,"IQM,TEL",Red/Small,3
GSJ61HJQ,Headphones,Clothing,Product_JGO6U,94.64,25,2,11x6x17 cm,2023-07-30,2024-01-01,QZPXUK,"EL7,7H0",Blue/Medium,5
C5X6A6UR,Headphones,Clothing,Product_LNWBK,352.93,32,1,5x16x19 cm,2023-01-01,2025-01-01,SP8DYB,"TN9,T5U",Blue/Medium,5
CM3Z059Q,Headphones,Home Appliances,Product_EQUX4,98.77,15,1,10x20x14 cm,2023-03-15,2025-01-01,VNZT0V,"ZKL,1ET",Blue/Medium,1
ES8TMT43,Monitor,Electronics,Product_IXCYT,27.53,68,1,19x6x13 cm,2023-03-15,2025-01-01,X7PJDW,"YOK,O21",Green/Large,5
MUVD6LEI,Monitor,Home Appliances,Product_UJ4AI,263.14,25,3,11x11x14 cm,2023-03-15,2026-01-01,EQSCJ9,"GXF,GFC",Red/Small,2
TYKETRW3,Monitor,Electronics,Product_NKW58,131.29,24,1,6x17x15 cm,2023-07-30,2024-01-01,MDJSKC,"DG9,M82",Green/Large,5
HLCLU164,Headphones,Home Appliances,Product_J8VMD,372.87,72,2,20x13x16 cm,2023-01-01,2024-01-01,6V4LJJ,"TW7,AHB",Red/Small,5
MU0ZLQSC,Smartphone,Home Appliances,Product_L1WR6,112.9,26,1,12x14x7 cm,2023-07-30,2025-01-01,GFUYN4,"CJJ,9J0",Blue/Medium,1
EX9VH7Q5,Monitor,Electronics,Product_MBHHL,404.82,82,1,15x7x15 cm,2023-07-30,2025-01-01,UNR616,"Z3B,D2N",Blue/Medium,5
DRJPE5CG,Smartphone,Electronics,Product_SP23L,343.89,85,3,9x8x6 cm,2023-03-15,2026-01-01,6W0B5J,"D5C,TPY",Red/Small,3
0SPJTG33,Laptop,Electronics,Product_77A94,433.4,43,3,19x11x14 cm,2023-01-01,2026-01-01,Q503PK,"BZL,V5S",Blue/Medium,3
Q7P2UOCF,Smartphone,Electronics,Product_H0YQB,65.13,54,1,18x15x16 cm,2023-03-15,2025-01-01,7CBQ4G,"DR1,N61",Blue/Medium,2
0OAEV176,Laptop,Home Appliances,Product_64WQ5,266.13,53,2,17x16x17 cm,2023-01-01,2025-01-01,GHAANA,"FEQ,XCM",Green/Large,2
W7HP1DS6,Headphones,Clothing,Product_C2RE1,480.97,61,1,20x15x11 cm,2023-01-01,2026-01-01,P5N3EZ,"6LZ,Z6G",Green/Large,4
10Q4ZAMZ,Smartphone,Electronics,Product_40S86,122.94,64,3,11x15x9 cm,2023-03-15,2024-01-01,SAQ72Q,"ALP,5TR",Blue/Medium,1
M5JOZBU6,Headphones,Electronics,Product_PYNFI,333.85,47,3,19x5x11 cm,2023-03-15,2025-01-01,990BFH,"0ZB,L3Y",Red/Small,1
W5M07TQK,Laptop,Clothing,Product_KABMG,38.34,67,3,12x7x18 cm,2023-01-01,2026-01-01,AC2K16,"SRW,JVS",Red/Small,3
IOVEH0R4,Laptop,Electronics,Product_W2H90,192.93,66,1,14x9x7 cm,2023-03-15,2024-01-01,225AOP,"58Y,XHH",Green/Large,2
VHUSN0ZD,Headphones,Clothing,Product_J81T4,493.86,52,2,14x13x18 cm,2023-03-15,2024-01-01,K6RDCJ,"WK0,WFO",Blue/Medium,5
0QV3ZPKV,Headphones,Clothing,Product_S0F10,428.67,53,2,9x9x12 cm,2023-01-01,2024-01-01,SWV9M6,"GGM,I3F",Green/Large,3
VTAAS11L,Monitor,Electronics,Product_KH9IA,149.74,63,3,19x15x13 cm,2023-07-30,2026-01-01,KE6D44,"0CV,EQQ",Red/Small,5
7MYXCYZ3,Smartphone,Clothing,Product_Y3BJR,208.85,12,2,17x19x19 cm,2023-01-01,2026-01-01,4BF5KC,"E6M,43C",Blue/Medium,5
VVHGMJQI,Headphones,Electronics,Product_52DZD,197.67,57,3,18x14x12 cm,2023-01-01,2024-01-01,P7D0WA,"DD0,QPH",Red/Small,2
GN3U2BRF,Smartphone,Clothing,Product_FO7BE,226.77,98,1,12x18x6 cm,2023-03-15,2025-01-01,8US1LA,"MVI,7IG",Blue/Medium,3
XG0AMWHO,Headphones,Electronics,Product_BEFPN,128.28,83,1,13x13x17 cm,2023-01-01,2026-01-01,P7QS8O,"996,O18",Red/Small,3
AVSD2DEJ,Headphones,Electronics,Product_X09X3,180.22,22,1,12x18x6 cm,2023-03-15,2024-01-01,NNLBRJ,"L8K,12K",Red/Small,5
H7H6JN17,Laptop,Electronics,Product_SQXOH,183.34,57,3,11x10x9 cm,2023-03-15,2024-01-01,HI477Y,"NZ3,29Y",Green/Large,2
71XHXEA4,Monitor,Electronics,Product_PVHKR,346.84,24,1,18x20x10 cm,2023-01-01,2025-01-01,P72SYV,"JUY,5HN",Green/Large,4
36TE11RV,Laptop,Clothing,Product_7RNVA,257.47,100,3,7x20x16 cm,2023-07-30,2024-01-01,O3ESZH,"SQZ,VY2",Red/Small,3
Y4C2UNDP,Monitor,Home Appliances,Product_EDH0R,341.14,57,1,18x12x6 cm,2023-07-30,2026-01-01,YSNQTQ,"P4M,56V",Red/Small,3
A15SS81U,Smartphone,Home Appliances,Product_M7XLQ,490.4,39,1,11x19x6 cm,2023-03-15,2026-01-01,RQ40XH,"ID6,XT2",Red/Small,1
JZRK9PAX,Monitor,Electronics,Product_1GZDG,325.27,91,3,7x13x17 cm,2023-07-30,2026-01-01,HFFXRV,"LDN,KVB",Red/Small,2
DTPF5FM0,Smartphone,Clothing,Product_08UKQ,219.32,56,1,9x14x17 cm,2023-01-01,2026-01-01,XFM19W,"TPE,4WC",Green/Large,4
COWDBNV5,Smartphone,Clothing,Product_WSKA8,89.8,9,3,13x14x13 cm,2023-07-30,2024-01-01,UGGNYN,"1U0,5YF",Blue/Medium,1
JYK548C2,Smartphone,Electronics,Product_98E6I,114.36,30,3,6x9x14 cm,2023-03-15,2026-01-01,EOYD8I,"OQA,0XU",Red/Small,3
75DKAKQY,Headphones,Home Appliances,Product_UD3K4,214.85,31,1,13x6x10 cm,2023-01-01,2024-01-01,GC40DM,"UJ3,RR4",Red/Small,1
98KGSQS3,Monitor,Clothing,Product_96ZHE,49.49,34,3,6x7x15 cm,2023-07-30,2024-01-01,Y6CBY7,"LYL,UHD",Green/Large,4
Z3QNVGZ8,Smartphone,Home Appliances,Product_WQ6MO,383.5,67,2,8x15x9 cm,2023-03-15,2026-01-01,K8H5YT,"0KV,01N",Green/Large,4
VBS246FF,Headphones,Home Appliances,Product_VAC6T,234.72,28,2,6x14x10 cm,2023-07-30,2024-01-01,A5CWKQ,"EF4,1LS",Blue/Medium,4
KXJVKELY,Monitor,Home Appliances,Product_R8ZVM,447.28,66,3,19x15x5 cm,2023-03-15,2024-01-01,D8KXID,"NDU,FVA",Blue/Medium,4
4F6TQUJ9,Monitor,Clothing,Product_KDQE2,285.73,62,1,11x8x15 cm,2023-07-30,2024-01-01,MKV55F,"FU7,7SS",Red/Small,4
GCHI5E6N,Laptop,Clothing,Product_GEAJL,320.27,87,1,20x19x17 cm,2023-01-01,2026-01-01,YP8GF3,"8TA,FCL",Red/Small,4
85DOYO6H,Headphones,Clothing,Product_WVR2I,193.61,34,3,8x10x16 cm,2023-03-15,2024-01-01,XNS6XJ,"XAM,W8B",Green/Large,4
VPRN14GZ,Monitor,Electronics,Product_7SMXW,23.9,73,3,16x9x15 cm,2023-01-01,2026-01-01,989CAS,"VQE,8HS",Red/Small,3
Z81JFW3X,Smartphone,Home Appliances,Product_UZLZJ,293.57,13,2,6x15x12 cm,2023-01-01,2025-01-01,51ONCX,"XT3,YOM",Green/Large,4
2L9MLQZQ,Headphones,Electronics,Product_A34H2,46.69,95,2,15x9x16 cm,2023-03-15,2025-01-01,0K6XS6,"ABB,D3X",Blue/Medium,5
3QJQ1FQL,Headphones,Electronics,Product_1SU5C,378.07,25,1,7x17x8 cm,2023-07-30,2026-01-01,TATWYR,"BOL,H37",Red/Small,1
J272YXJ0,Headphones,Clothing,Product_FIOGX,41.57,35,2,12x17x7 cm,2023-01-01,2025-01-01,H82YJ7,"LG3,DJH",Green/Large,1
3U7ZYF04,Monitor,Home Appliances,Product_QOE31,183.6,93,1,17x15x5 cm,2023-01-01,2024-01-01,FFY7EU,"1PE,FJ2",Green/Large,1
YAQDY6FP,Laptop,Home Appliances,Product_61G3J,369.25,20,1,12x14x12 cm,2023-07-30,2026-01-01,8JK14E,"QJS,PVC",Green/Large,2
C9M03E52,Laptop,Clothing,Product_ZLC9C,419.33,3,2,7x14x20 cm,2023-03-15,2026-01-01,ARFPMO,"17F,97D",Green/Large,4
SKNHBGCW,Smartphone,Home Appliances,Product_74LQD,386.57,36,2,13x13x17 cm,2023-01-01,2025-01-01,0TZX2A,"WBZ,7I4",Green/Large,2
4TBO4ZLX,Laptop,Home Appliances,Product_MUDOA,94.6,41,2,7x16x7 cm,2023-03-15,2026-01-01,RN2265,"MD0,9IE",Green/Large,3
RLYW2H0Z,Laptop,Home Appliances,Product_OGEPL,476.16,98,1,9x7x13 cm,2023-07-30,2025-01-01,59K7AL,"PUL,R1Q",Red/Small,2
P618HL0G,Smartphone,Electronics,Product_P6GAH,190.01,56,3,12x20x7 cm,2023-03-15,2026-01-01,LOKFYN,"H2Q,UJB",Green/Large,4
DYL8ZJGF,Laptop,Clothing,Product_NX7LS,264.14,27,1,13x17x14 cm,2023-07-30,2024-01-01,GWF4LK,"9A2,9DA",Green/Large,3
VCBNDOAH,Monitor,Clothing,Product_AVUG3,37.76,18,2,15x11x20 cm,2023-01-01,2026-01-01,W70GMI,"E29,4RO",Red/Small,5
2RZ8NVEA,Monitor,Home Appliances,Product_YODID,342.33,62,1,8x8x10 cm,2023-03-15,2026-01-01,IN4W9R,"ZKH,SNH",Green/Large,2
EW5HM51R,Headphones,Clothing,Product_IJQX1,294.02,82,1,13x9x11 cm,2023-01-01,2026-01-01,SACIY1,"CNZ,752",Blue/Medium,2
1BVLABVS,Laptop,Electronics,Product_GKCQA,310.21,92,1,9x8x5 cm,2023-03-15,2025-01-01,V57VNZ,"9AG,B3J",Red/Small,3
0Z0CCDVQ,Headphones,Clothing,Product_PYM9H,24.54,60,3,12x19x15 cm,2023-03-15,2026-01-01,T1P0NL,"BV7,99U",Red/Small,3
BHEVPF4Y,Laptop,Home Appliances,Product_8ZSOW,452.82,8,2,7x5x7 cm,2023-07-30,2024-01-01,PKYQIV,"LEE,OZZ",Red/Small,5
Q3JQVJMU,Monitor,Electronics,Product_XCRK7,325.72,69,3,12x19x12 cm,2023-07-30,2025-01-01,VW44AI,"CPC,ZHT",Green/Large,3
V632I2X1,Smartphone,Clothing,Product_54D36,22.25,54,1,19x19x7 cm,2023-03-15,2024-01-01,GTUGEH,"WFN,MM1",Green/Large,5
KSXS3X6P,Headphones,Clothing,Product_73215,14.03,81,2,16x11x7 cm,2023-03-15,2026-01-01,BMJC7O,"OJ9,RGM",Green/Large,3
3ENCZBVZ,Monitor,Clothing,Product_E6HMV,316.2,57,1,11x18x17 cm,2023-03-15,2024-01-01,G37ARC,"A0I,6ZY",Red/Small,1
QHIRW69A,Monitor,Home Appliances,Product_5W7TZ,451.1,27,2,11x11x7 cm,2023-07-30,2026-01-01,0SGLC9,"NTE,NXB",Blue/Medium,3
FLUF3AL2,Laptop,Clothing,Product_8YKMO,406.44,10,1,9x13x11 cm,2023-03-15,2024-01-01,3HCBDA,"EA8,M0X",Red/Small,2
NS7B3XZT,Headphones,Clothing,Product_5C6J0,315.83,26,3,9x9x19 cm,2023-07-30,2025-01-01,W89VFL,"M00,NS7",Red/Small,5
LUH1HGOP,Smartphone,Clothing,Product_MKSSG,380.28,22,1,18x14x19 cm,2023-03-15,2024-01-01,54AD8Y,"S04,B98",Green/Large,5
XNL2O2A9,Monitor,Clothing,Product_M6JDY,459.44,9,2,15x7x16 cm,2023-07-30,2024-01-01,C083G8,"V5F,HQS",Green/Large,1
7LZ1W9UR,Headphones,Home Appliances,Product_FYEPM,479.59,27,2,17x16x12 cm,2023-07-30,2025-01-01,09RJJD,"EJO,HKO",Blue/Medium,4
FKH08EEQ,Monitor,Clothing,Product_6VC97,490.4,49,3,16x7x18 cm,2023-03-15,2024-01-01,BT4NAV,"OTR,CSR",Blue/Medium,5
QPQ44X2Y,Smartphone,Electronics,Product_E0B2X,269.78,57,2,19x14x14 cm,2023-01-01,2024-01-01,YFUMCC,"GLR,TKB",Blue/Medium,4
1HQQPZAM,Monitor,Home Appliances,Product_7ZHGV,236.91,22,3,12x8x19 cm,2023-01-01,2024-01-01,4LB44A,"UQE,6ZH",Blue/Medium,3
PYTQKEDW,Smartphone,Clothing,Product_JTIS4,94.51,14,3,15x18x15 cm,2023-01-01,2025-01-01,EWO0T7,"UJJ,MXJ",Red/Small,3
FIDW2A2S,Laptop,Clothing,Product_TY8MW,395.42,81,3,12x8x18 cm,2023-01-01,2024-01-01,6NW4Y8,"L2J,SYO",Blue/Medium,1
15N0AD83,Laptop,Clothing,Product_MXA02,466.02,80,2,8x13x15 cm,2023-01-01,2025-01-01,M5KNYC,"CDZ,0SI",Blue/Medium,4
Z7MST0G8,Headphones,Home Appliances,Product_ASCCX,348.49,49,3,9x19x15 cm,2023-01-01,2025-01-01,DGX9O5,"7B0,YQ9",Blue/Medium,1
Q0702NTF,Laptop,Electronics,Product_39PAB,222.52,73,1,14x17x20 cm,2023-01-01,2025-01-01,0KL1SJ,"SKS,GPK",Red/Small,2
MQIXQYI3,Laptop,Clothing,Product_D8PXM,20.12,31,3,16x15x17 cm,2023-03-15,2025-01-01,CEL7RQ,"STL,4HF",Green/Large,2
MCR2ZZTU,Headphones,Clothing,Product_CKTT5,289.96,67,2,16x10x7 cm,2023-01-01,2026-01-01,DCB3ID,"5W6,JZZ",Green/Large,5
7BD761VO,Laptop,Home Appliances,Product_2CTRY,487.21,73,3,13x18x12 cm,2023-01-01,2025-01-01,HU0I0E,"YDD,W2X",Red/Small,4
HH03C4PD,Headphones,Electronics,Product_3W3NO,320.87,9,3,19x14x14 cm,2023-01-01,2024-01-01,7CAJ1P,"PO6,WKO",Red/Small,3
1RM52WDT,Monitor,Home Appliances,Product_YYJM2,338.43,49,1,10x10x7 cm,2023-07-30,2024-01-01,XZ8WWO,"IAS,SP2",Blue/Medium,5
MTY61YPE,Monitor,Home Appliances,Product_GLY69,71.7,99,1,18x11x16 cm,2023-01-01,2026-01-01,V1BCCR,"ZSK,LTS",Blue/Medium,4
EAX5XZYB,Smartphone,Electronics,Product_ITW7N,430.44,59,2,18x13x6 cm,2023-07-30,2024-01-01,QD8EN6,"YAL,OMX",Blue/Medium,4
MZ1MFI1R,Monitor,Home Appliances,Product_JK1F0,128.65,89,3,9x16x19 cm,2023-03-15,2024-01-01,GHJ2FX,"U1J,9BY",Red/Small,2
TEC915TT,Laptop,Electronics,Product_6DMZO,70.21,91,1,11x18x15 cm,2023-03-15,2026-01-01,GZWB39,"8G9,L7X",Red/Small,3
NAAWLBOQ,Monitor,Electronics,Product_J19XG,398.33,5,2,20x5x16 cm,2023-07-30,2024-01-01,UGD7JP,"BVJ,DKG",Red/Small,5
543S9HTN,Laptop,Clothing,Product_D0X4S,118.51,58,2,5x11x16 cm,2023-01-01,2025-01-01,MK4U4W,"G20,BLJ",Blue/Medium,4
7UJZJ0XV,Laptop,Home Appliances,Product_IGLJV,448.41,93,3,10x20x18 cm,2023-01-01,2025-01-01,NHG0J9,"0YB,0VE",Blue/Medium,2
YHY7HUML,Laptop,Electronics,Product_ML17F,66.26,81,1,13x18x18 cm,2023-07-30,2024-01-01,BBAR3I,"AV0,TTH",Blue/Medium,1
80588OMC,Smartphone,Electronics,Product_DUWPZ,81.48,62,1,11x20x13 cm,2023-01-01,2025-01-01,M0HYTE,"E4V,QGI",Red/Small,5
RKI24FE4,Monitor,Electronics,Product_74LP8,409.08,84,1,8x13x15 cm,2023-07-30,2024-01-01,C2L2WA,"LWD,Z4O",Red/Small,4
06NLVY6B,Smartphone,Clothing,Product_51TVM,87.88,11,1,12x8x7 cm,2023-01-01,2026-01-01,YXP4Y0,"LIQ,1ST",Blue/Medium,3
SYPRIVLJ,Monitor,Clothing,Product_FW1ZF,378.6,29,3,11x14x10 cm,2023-03-15,2026-01-01,V9VKW2,"TF2,6HG",Green/Large,1
SQZ57E3P,Smartphone,Electronics,Product_LWQFZ,287.48,64,3,20x10x17 cm,2023-07-30,2024-01-01,N65KAC,"2XX,2Z2",Green/Large,4
SRODGVQ9,Smartphone,Clothing,Product_JOZ3Z,151.55,50,3,17x15x13 cm,2023-07-30,2025-01-01,NFT23J,"MM9,08P",Red/Small,2
41ZZMQXG,Smartphone,Electronics,Product_VBRLO,67.1,20,1,7x10x8 cm,2023-07-30,2025-01-01,ROSZWJ,"B8Y,FNS",Red/Small,2
QTO0EW1V,Monitor,Clothing,Product_S5ICR,146.6,61,2,11x7x17 cm,2023-01-01,2024-01-01,OTMNAH,"T8D,8AY",Green/Large,5
MJUF3DAG,Monitor,Electronics,Product_0390A,118.58,62,3,11x14x7 cm,2023-03-15,2026-01-01,L16MI8,"92K,7LJ",Red/Small,2
501LI8H0,Headphones,Home Appliances,Product_M51M9,341.07,86,3,19x11x6 cm,2023-03-15,2024-01-01,272ZAQ,"BYT,HVW",Red/Small,3
T0PXNE9C,Laptop,Electronics,Product_RC5DC,182.43,32,3,18x16x9 cm,2023-01-01,2024-01-01,NMH2DU,"YNE,VJF",Green/Large,2
AQYMBEAM,Smartphone,Clothing,Product_MY65T,324.18,98,1,5x17x18 cm,2023-07-30,2026-01-01,RYL97N,"MWW,4OY",Blue/Medium,2
04GN6W1A,Headphones,Clothing,Product_3QVRT,378.85,69,2,16x17x12 cm,2023-03-15,2025-01-01,IHMHS4,"VAL,DFL",Green/Large,1
N72N0TWK,Monitor,Clothing,Product_8G71D,359.04,77,2,17x6x8 cm,2023-01-01,2026-01-01,W1OU5L,"KWM,3IP",Red/Small,5
ZJU4ROQJ,Monitor,Home Appliances,Product_7FTC7,488.72,48,3,6x6x19 cm,2023-07-30,2026-01-01,VBYO3S,"LDF,7KT",Red/Small,4
MQJ4J65C,Headphones,Home Appliances,Product_368L5,321.07,39,2,12x12x12 cm,2023-07-30,2025-01-01,XE6W1M,"H8V,OP6",Red/Small,1
5UL638PI,Headphones,Electronics,Product_2B42G,15.35,78,1,11x12x5 cm,2023-07-30,2025-01-01,MLZZ8U,"J65,R1B",Blue/Medium,4
6B2DKVGX,Monitor,Electronics,Product_UF52M,228.74,71,1,17x8x17 cm,2023-03-15,2026-01-01,AW2BOU,"RZ6,R0R",Blue/Medium,3
FT36G5CI,Smartphone,Clothing,Product_PD3Q6,412.6,26,3,18x18x7 cm,2023-03-15,2026-01-01,GMCDUK,"K87,13D",Green/Large,2
FTO7QU8Z,Laptop,Home Appliances,Product_6NI70,450.0,55,1,13x10x6 cm,2023-07-30,2024-01-01,OJ00BX,"RHC,3BT",Blue/Medium,5
PF9I4CYQ,Laptop,Clothing,Product_G9WB5,444.53,33,1,9x7x19 cm,2023-01-01,2026-01-01,U9269D,"34I,QLY",Blue/Medium,5
DFCGKTHO,Headphones,Electronics,Product_X6V1D,487.73,86,3,5x12x5 cm,2023-01-01,2025-01-01,CZHXB9,"ZD7,1VU",Green/Large,3
5YJMD8F6,Headphones,Home Appliances,Product_HNE78,447.68,23,3,11x17x17 cm,2023-03-15,2024-01-01,9TTRX4,"SCR,2VS",Blue/Medium,5
2L96HNOQ,Monitor,Clothing,Product_07ZZ4,115.49,79,2,20x14x12 cm,2023-01-01,2025-01-01,9Q8B6Z,"XJF,V53",Red/Small,5
87CB9K3N,Monitor,Electronics,Product_7EWO8,246.78,21,3,11x16x5 cm,2023-07-30,2024-01-01,SDBMRZ,"8PN,SYY",Blue/Medium,3
5D6P52UC,Headphones,Clothing,Product_CESS7,205.44,15,2,13x7x5 cm,2023-07-30,2024-01-01,ATYG3F,"U54,ORK",Red/Small,1
KWKLH8YH,Laptop,Clothing,Product_ZRBTM,185.47,80,3,14x5x11 cm,2023-07-30,2025-01-01,SA5B9O,"JD5,0LP",Blue/Medium,5
ODJR7V9B,Smartphone,Electronics,Product_X8VY0,249.22,14,3,19x11x18 cm,2023-01-01,2024-01-01,OH6ZGZ,"OS5,JQE",Blue/Medium,1
6KT5RVIZ,Smartphone,Home Appliances,Product_YCRKP,354.2,74,2,12x8x7 cm,2023-01-01,2026-01-01,FOGRLN,"U7C,WVZ",Green/Large,4
TJXG9QJ5,Smartphone,Electronics,Product_LGWDJ,301.61,45,3,19x8x5 cm,2023-07-30,2025-01-01,4J8XB4,"K73,SUY",Green/Large,5
ERVMHEUE,Headphones,Electronics,Product_2ZD1H,258.03,91,2,20x5x13 cm,2023-07-30,2025-01-01,P7LSS1,"PFN,J89",Red/Small,1
FNUFX1SE,Monitor,Electronics,Product_YA3VO,146.22,5,3,18x11x7 cm,2023-03-15,2026-01-01,V33B8J,"CL6,FRK",Green/Large,2
38Z1FDPF,Smartphone,Electronics,Product_LMV6U,494.4,78,1,11x11x5 cm,2023-01-01,2026-01-01,20Y00W,"BYB,CQK",Blue/Medium,4
B7N8D4DH,Monitor,Electronics,Product_ISK93,431.63,43,1,11x7x17 cm,2023-03-15,2026-01-01,EETAZD,"7AU,PDK",Green/Large,5
H8Q7Z0ZJ,Laptop,Clothing,Product_6XA32,233.52,10,2,16x6x15 cm,2023-07-30,2024-01-01,PPX9HE,"WCA,UWO",Green/Large,5
ULFQUALP,Headphones,Home Appliances,Product_K6MJZ,206.45,17,2,15x18x17 cm,2023-03-15,2024-01-01,TE5YAV,"IVV,7YG",Red/Small,4
7BW462Y7,Smartphone,Electronics,Product_AJAZQ,411.26,62,3,6x6x17 cm,2023-01-01,2024-01-01,IZJ34G,"D0A,75G",Red/Small,5
OJZQZ1U4,Headphones,Electronics,Product_GJ681,389.58,25,3,20x14x20 cm,2023-03-15,2026-01-01,9J4HUI,"7JG,5OY",Red/Small,3
4K9JR2SF,Headphones,Electronics,Product_NCKTK,190.54,38,2,14x20x12 cm,2023-03-15,2026-01-01,TS34OK,"9IS,4S0",Blue/Medium,5
UG01IVZ7,Headphones,Clothing,Product_Y08U9,285.16,2,1,19x15x16 cm,2023-03-15,2026-01-01,3KFQVJ,"0AI,6JP",Red/Small,5
NPWLAUQO,Headphones,Clothing,Product_Z4BNR,407.46,2,2,10x5x13 cm,2023-03-15,2024-01-01,0ZIOL3,"M2E,BN8",Green/Large,5
0TT7TF5Y,Monitor,Electronics,Product_YJS3K,377.49,1,2,11x7x14 cm,2023-03-15,2024-01-01,7COS2T,"70I,V80",Green/Large,2
7L73MEP8,Monitor,Home Appliances,Product_VOP5D,72.82,39,2,8x12x18 cm,2023-03-15,2025-01-01,ETA3L9,"Z8M,3KW",Blue/Medium,1
1PBKJYTT,Laptop,Clothing,Product_C3CJO,429.47,58,2,13x11x20 cm,2023-03-15,2026-01-01,SD98IO,"HR9,6GN",Green/Large,5
PNJ79C8E,Smartphone,Electronics,Product_GJRAP,481.26,86,3,17x6x9 cm,2023-07-30,2026-01-01,GS2UZY,"9SS,V0F",Red/Small,3
KCI2JSXM,Headphones,Electronics,Product_1RLGY,246.26,5,3,5x11x5 cm,2023-03-15,2026-01-01,Z3VG4B,"90G,OMW",Green/Large,4
KDV8FKWW,Monitor,Home Appliances,Product_Q8Z5J,63.48,42,1,20x7x12 cm,2023-07-30,2026-01-01,K4QVQM,"X3L,7J7",Blue/Medium,3
N39C03XD,Headphones,Clothing,Product_MZKAQ,112.97,63,3,18x10x18 cm,2023-01-01,2026-01-01,P262JG,"R14,LI4",Blue/Medium,2
